time,x,v,u
6.800000000000e-01,8.255511945100e-01,-4.259954497388e-01,4.582275110832e-01
7.000000000000e-01,8.169848717441e-01,-4.305623800936e-01,4.706258881712e-01
7.200000000000e-01,8.083316682377e-01,-4.346839869545e-01,4.829320240917e-01
7.400000000000e-01,7.996004619719e-01,-4.383631539506e-01,4.951435068815e-01
7.600000000000e-01,7.908000711795e-01,-4.416029718098e-01,5.072579431291e-01
7.800000000000e-01,7.819392502314e-01,-4.444067355133e-01,5.192729584438e-01
8.000000000000e-01,7.730266855806e-01,-4.467779413755e-01,5.311861979209e-01
8.200000000000e-01,7.640709917656e-01,-4.487202840523e-01,5.429953266037e-01
8.400000000000e-01,7.550807074733e-01,-4.502376534789e-01,5.546980299408e-01
8.600000000000e-01,7.460642916658e-01,-4.513341317390e-01,5.662920142398e-01
8.800000000000e-01,7.370301197680e-01,-4.520139898669e-01,5.777750071169e-01
9.000000000000e-01,7.279864799223e-01,-4.522816845848e-01,5.891447579423e-01
9.200000000000e-01,7.189415693069e-01,-4.521418549764e-01,6.003990382811e-01
9.400000000000e-01,7.099034905234e-01,-4.515993190993e-01,6.115356423305e-01
9.600000000000e-01,7.008802480510e-01,-4.506590705369e-01,6.225523873517e-01
9.800000000000e-01,6.918797447709e-01,-4.493262748935e-01,6.334471140979e-01
1.000000000000e+00,6.829097785619e-01,-4.476062662321e-01,6.442176872377e-01
1.020000000000e+00,6.739780389672e-01,-4.455045434588e-01,6.548619957731e-01
1.040000000000e+00,6.650921039335e-01,-4.430267666543e-01,6.653779534537e-01
1.060000000000e+00,6.562594366254e-01,-4.401787533550e-01,6.757634991856e-01
1.080000000000e+00,6.474873823137e-01,-4.369664747857e-01,6.860165974350e-01
1.100000000000e+00,6.387831653392e-01,-4.333960520449e-01,6.961352386274e-01
1.120000000000e+00,6.301538861545e-01,-4.294737522461e-01,7.061174395415e-01
1.140000000000e+00,6.216065184418e-01,-4.252059846156e-01,7.159612436981e-01
1.160000000000e+00,6.131479063110e-01,-4.205992965494e-01,7.256647217428e-01
1.180000000000e+00,6.047847615752e-01,-4.156603696306e-01,7.352259718252e-01
1.200000000000e+00,5.965236611074e-01,-4.103960156107e-01,7.446431199709e-01
1.220000000000e+00,5.883710442779e-01,-4.048131723544e-01,7.539143204488e-01
1.240000000000e+00,5.803332104725e-01,-3.989188997521e-01,7.630377561334e-01
1.260000000000e+00,5.724163166930e-01,-3.927203756001e-01,7.720116388606e-01
1.280000000000e+00,5.646263752412e-01,-3.862248914524e-01,7.808342097780e-01
1.300000000000e+00,5.569692514847e-01,-3.794398484439e-01,7.895037396900e-01
1.320000000000e+00,5.494506617077e-01,-3.723727530894e-01,7.980185293964e-01
1.340000000000e+00,5.420761710455e-01,-3.650312130575e-01,8.063769100258e-01
1.360000000000e+00,5.348511915039e-01,-3.574229329243e-01,8.145772433623e-01
1.380000000000e+00,5.277809800634e-01,-3.495557099061e-01,8.226179221668e-01
1.400000000000e+00,5.208706368698e-01,-3.414374295755e-01,8.304973704920e-01
1.420000000000e+00,5.141251035096e-01,-3.330760615609e-01,8.382140439912e-01
1.440000000000e+00,5.075491613720e-01,-3.244796552324e-01,8.457664302213e-01
1.460000000000e+00,5.011474300976e-01,-3.156563353753e-01,8.531530489386e-01
1.480000000000e+00,4.949243661130e-01,-3.066142978548e-01,8.603724523895e-01
1.500000000000e+00,4.888842612532e-01,-2.973618052708e-01,8.674232255940e-01
1.520000000000e+00,4.830312414699e-01,-2.879071826078e-01,8.743039866232e-01
1.540000000000e+00,4.773692656277e-01,-2.782588128801e-01,8.810133868700e-01
1.560000000000e+00,4.719021243867e-01,-2.684251327746e-01,8.875501113134e-01
1.580000000000e+00,4.666334391732e-01,-2.584146282926e-01,8.939128787762e-01
1.600000000000e+00,4.615666612363e-01,-2.482358303937e-01,9.001004421765e-01
1.620000000000e+00,4.567050707928e-01,-2.378973106426e-01,9.061115887716e-01
1.640000000000e+00,4.520517762584e-01,-2.274076768604e-01,9.119451403961e-01
1.660000000000e+00,4.476097135658e-01,-2.167755687836e-01,9.175999536925e-01
1.680000000000e+00,4.433816455701e-01,-2.060096537315e-01,9.230749203355e-01
1.700000000000e+00,4.393701615402e-01,-1.951186222838e-01,9.283689672492e-01
1.720000000000e+00,4.355776767368e-01,-1.841111839709e-01,9.334810568172e-01
1.740000000000e+00,4.320064320760e-01,-1.729960629782e-01,9.384101870865e-01
1.760000000000e+00,4.286584938798e-01,-1.617819938663e-01,9.431553919633e-01
1.780000000000e+00,4.255357537102e-01,-1.504777173087e-01,9.477157414026e-01
1.800000000000e+00,4.226399282905e-01,-1.390919758490e-01,9.520903415905e-01
1.820000000000e+00,4.199725595094e-01,-1.276335096788e-01,9.562783351194e-01
1.840000000000e+00,4.175350145101e-01,-1.161110524391e-01,9.602789011560e-01
1.860000000000e+00,4.153284858637e-01,-1.045333270454e-01,9.640912556020e-01
1.880000000000e+00,4.133539918245e-01,-9.290904153952e-02,9.677146512484e-01
1.900000000000e+00,4.116123766693e-01,-8.124688496852e-02,9.711483779210e-01
1.920000000000e+00,4.101043111179e-01,-6.955552329362e-02,9.743917626206e-01
1.940000000000e+00,4.088302928356e-01,-5.784359532978e-02,9.774441696540e-01
1.960000000000e+00,4.077906470164e-01,-4.611970871789e-02,9.803050007592e-01
1.980000000000e+00,4.069855270468e-01,-3.439243593108e-02,9.829736952226e-01
2.000000000000e+00,4.064149152482e-01,-2.267031031671e-02,9.854497299885e-01
2.020000000000e+00,4.060786236992e-01,-1.096182217545e-02,9.877326197620e-01
2.040000000000e+00,4.059762951352e-01,7.245851208631e-04,9.898219171041e-01
2.060000000000e+00,4.061074039255e-01,1.238051897143e-02,9.917172125192e-01
2.080000000000e+00,4.064712571267e-01,2.399764134695e-02,9.934181345355e-01
2.100000000000e+00,4.070669956122e-01,3.556767254726e-02,9.949243497776e-01
2.120000000000e+00,4.078935952753e-01,4.708239491453e-02,9.962355630322e-01
2.140000000000e+00,4.089498683073e-01,5.853365650074e-02,9.973515173057e-01
2.160000000000e+00,4.102344645480e-01,6.991337468811e-02,9.982719938747e-01
2.180000000000e+00,4.117458729076e-01,8.121353976119e-02,9.989968123286e-01
2.200000000000e+00,4.134824228609e-01,9.242621842918e-02,9.995258306055e-01
2.220000000000e+00,4.154422860096e-01,1.035435572975e-01,9.998589450193e-01
2.240000000000e+00,4.176234777154e-01,1.145577862869e-01,9.999960902808e-01
2.260000000000e+00,4.200238587994e-01,1.254612219998e-01,9.999372395098e-01
2.280000000000e+00,4.226411373094e-01,1.362462710314e-01,9.996824042411e-01
2.300000000000e+00,4.254728703520e-01,1.469054332255e-01,9.992316344214e-01
2.320000000000e+00,4.285164659902e-01,1.574313048737e-01,9.985850184002e-01
2.340000000000e+00,4.317691852031e-01,1.678165818565e-01,9.977426829122e-01
2.360000000000e+00,4.352281439094e-01,1.780540627253e-01,9.967047930524e-01
2.380000000000e+00,4.388903150506e-01,1.881366517246e-01,9.954715522440e-01
2.400000000000e+00,4.427525307348e-01,1.980573617539e-01,9.940432021981e-01
2.420000000000e+00,4.468114844388e-01,2.078093172663e-01,9.924200228668e-01
2.440000000000e+00,4.510637332678e-01,2.173857571055e-01,9.906023323881e-01
2.460000000000e+00,4.555057002707e-01,2.267800372785e-01,9.885904870235e-01
2.480000000000e+00,4.601336768111e-01,2.359856336639e-01,9.863848810882e-01
2.500000000000e+00,4.649438249909e-01,2.449961446541e-01,9.839859468739e-01
2.520000000000e+00,4.699321801262e-01,2.538052937323e-01,9.813941545641e-01
2.540000000000e+00,4.750946532751e-01,2.624069319815e-01,9.786100121418e-01
2.560000000000e+00,4.804270338135e-01,2.707950405261e-01,9.756340652899e-01
2.580000000000e+00,4.859249920599e-01,2.789637329049e-01,9.724668972845e-01
2.600000000000e+00,4.915840819474e-01,2.869072573749e-01,9.691091288805e-01
2.620000000000e+00,4.973997437397e-01,2.946199991454e-01,9.655614181895e-01
2.640000000000e+00,5.033673067925e-01,3.020964825411e-01,9.618244605517e-01
2.660000000000e+00,5.094819923565e-01,3.093313730951e-01,9.578989883987e-01
2.680000000000e+00,5.157389164223e-01,3.163194795691e-01,9.537857711106e-01
2.700000000000e+00,5.221330926040e-01,3.230557559022e-01,9.494856148646e-01
2.720000000000e+00,5.286594350621e-01,3.295353030873e-01,9.449993624778e-01
2.740000000000e+00,5.353127614627e-01,3.357533709733e-01,9.403278932411e-01
2.760000000000e+00,5.420877959718e-01,3.417053599954e-01,9.354721227476e-01
2.780000000000e+00,5.489791722837e-01,3.473868228296e-01,9.304330027129e-01
2.800000000000e+00,5.559814366821e-01,3.527934659750e-01,9.252115207882e-01
2.820000000000e+00,5.630890511314e-01,3.579211512597e-01,9.198087003673e-01
2.840000000000e+00,5.702963963978e-01,3.627658972726e-01,9.142256003857e-01
2.860000000000e+00,5.775977751983e-01,3.673238807205e-01,9.084633151132e-01
2.880000000000e+00,5.849874153761e-01,3.715914377090e-01,9.025229739392e-01
2.900000000000e+00,5.924594731005e-01,3.755650649482e-01,8.964057411516e-01
2.920000000000e+00,6.000080360904e-01,3.792414208826e-01,8.901128157083e-01
2.940000000000e+00,6.076271268598e-01,3.826173267450e-01,8.836454310028e-01
2.960000000000e+00,6.153107059838e-01,3.856897675352e-01,8.770048546215e-01
2.980000000000e+00,6.230526753824e-01,3.884558929212e-01,8.701923880964e-01
3.000000000000e+00,6.308468816225e-01,3.909130180656e-01,8.632093666489e-01
3.020000000000e+00,6.386871192360e-01,3.930586243754e-01,8.560571589289e-01
3.040000000000e+00,6.465671340505e-01,3.948903601757e-01,8.487371667464e-01
3.060000000000e+00,6.544806265346e-01,3.964060413076e-01,8.412508247962e-01
3.080000000000e+00,6.624212551535e-01,3.976036516499e-01,8.335996003774e-01
3.100000000000e+00,6.703826397336e-01,3.984813435651e-01,8.257849931056e-01
3.120000000000e+00,6.783583648371e-01,3.990374382700e-01,8.178085346187e-01
3.140000000000e+00,6.863419831412e-01,3.992704261307e-01,8.096717882772e-01
3.160000000000e+00,6.943270188240e-01,3.991789668817e-01,8.013763488571e-01
3.180000000000e+00,7.023069709531e-01,3.987618897711e-01,7.929238422381e-01
3.200000000000e+00,7.102753168771e-01,3.980181936303e-01,7.843159250844e-01
3.220000000000e+00,7.182255156168e-01,3.969470468692e-01,7.755542845203e-01
3.240000000000e+00,7.261510112566e-01,3.955477873976e-01,7.666406377991e-01
3.260000000000e+00,7.340452363326e-01,3.938199224729e-01,7.575767319673e-01
3.280000000000e+00,7.419016152181e-01,3.917631284737e-01,7.483643435212e-01
3.300000000000e+00,7.497135675025e-01,3.893772506016e-01,7.390052780595e-01
3.320000000000e+00,7.574745113645e-01,3.866623025091e-01,7.295013699291e-01
3.340000000000e+00,7.651778669366e-01,3.836184658566e-01,7.198544818655e-01
